,id,usableAreas,createdAt,displayAddressGeolocation,parkingSpaces,suites,bathrooms,bedrooms,pricingInfos,amenities,unitFloor
0,2567978611,['85'],2022-06-22T05:35:05.090Z,"{'lon': -46.67691, 'lat': -23.563051}",[2],[2],[3],[2],"[{'yearlyIptu': '800', 'price': '1680000', 'businessType': 'SALE', 'monthlyCondoFee': '1100'}]","['POOL', 'BARBECUE_GRILL', 'GOURMET_SPACE', 'PARTY_HALL', 'ADULT_GAME_ROOM', 'SPA']",4
0,90047578,['116'],2017-11-16T05:24:30.143Z,"{'lon': -46.727646, 'lat': -23.531166}",[2],[2],[4],[4],"[{'yearlyIptu': '300', 'price': '1198000', 'businessType': 'SALE', 'monthlyCondoFee': '800'}]","['SPORTS_COURT', 'PARTY_HALL', 'ADULT_GAME_ROOM', 'SECURITY_24_HOURS', 'SERVICE_AREA']",0
0,2656329660,['141'],2023-09-18T02:24:20.567Z,"{'lon': -46.636313, 'lat': -23.5831}",[2],[3],[4],[3],"[{'yearlyIptu': '150', 'price': '1750000', 'businessType': 'SALE', 'monthlyCondoFee': '1000'}]",[],24
0,2671120051,['68'],2023-11-23T08:16:08.677Z,"{'lon': -46.744176, 'lat': -23.624358}",[1],[1],[2],[2],"[{'yearlyIptu': '195', 'price': '430000', 'businessType': 'SALE', 'monthlyCondoFee': '580'}]",[],0
0,2621656877,['103'],2023-03-30T01:19:36.212Z,"{'lon': -46.690011, 'lat': -23.624949}",[2],[3],[4],[3],"[{'yearlyIptu': '0', 'price': '1350000', 'businessType': 'SALE', 'monthlyCondoFee': '1200'}]",[],50
0,2672086432,['68'],2023-11-27T14:24:53.525Z,"{'lon': -46.602413, 'lat': -23.528421}",[1],[1],[2],[2],"[{'yearlyIptu': '899', 'price': '585400', 'businessType': 'SALE', 'monthlyCondoFee': '550'}]","['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'GOURMET_SPACE', 'AIR_CONDITIONING', 'GARDEN', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'CLOSET', 'AMERICAN_KITCHEN', 'DISABLED_ACCESS', 'COWORKING', 'SAUNA', 'GAMES_ROOM', 'ELECTRONIC_GATE']",8
0,2431448444,['197'],2019-02-05T02:05:52.845Z,"{'lon': -46.693274, 'lat': -23.624352}",[3],[4],[5],[4],"[{'rentalInfo': {'period': 'MONTHLY', 'warranties': []}, 'yearlyIptu': '4000', 'price': '3090000', 'businessType': 'SALE', 'monthlyCondoFee': '1900'}]","['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'BALCONY', 'GYM', 'GOURMET_SPACE', 'AIR_CONDITIONING', 'GARDEN', 'SERVICE_AREA', 'PLAYGROUND', 'GOURMET_BALCONY', 'CHILDRENS_POOL', 'GREEN_SPACE', 'PARTY_HALL', 'SPORTS_COURT', 'TENNIS_COURT', 'INTERNET_ACCESS', 'DEPOSIT', 'ELECTRIC_GENERATOR', 'INTERCOM', 'LAUNDRY', 'ALARM_SYSTEM', 'CABLE_TV', 'SAFETY_CIRCUIT', 'ADULT_POOL', 'HIKING_TRAIL', 'MASSAGE', 'PAY_PER_USE_SERVICES', 'WATCHMAN', 'SQUASH', 'ADULT_GAME_ROOM', 'SAUNA', 'SPA']",5
0,2638391102,['127'],2023-06-14T21:34:39.288Z,"{'lon': -46.714557, 'lat': -23.518204}",[2],[3],[4],[3],"[{'yearlyIptu': '1', 'price': '1372400', 'businessType': 'SALE', 'monthlyCondoFee': '1'}]","['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'GOURMET_SPACE', 'AIR_CONDITIONING', 'GARDEN', 'PLAYGROUND', 'PARTY_HALL', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'GAMES_ROOM', 'DISABLED_ACCESS', 'COWORKING', 'SAUNA', 'SPA', 'ELECTRONIC_GATE']",0
0,2649612534,['127'],2023-08-14T19:34:14.654Z,"{'lon': -46.714557, 'lat': -23.518204}",[2],[3],[4],[3],"[{'yearlyIptu': '1', 'price': '1372900', 'businessType': 'SALE', 'monthlyCondoFee': '1'}]","['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'GOURMET_SPACE', 'AIR_CONDITIONING', 'GARDEN', 'PLAYGROUND', 'GOURMET_BALCONY', 'PARTY_HALL', 'SPORTS_COURT', 'TENNIS_COURT', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'AMERICAN_KITCHEN', 'GAMES_ROOM', 'DISABLED_ACCESS', 'COWORKING', 'SAUNA', 'SPA', 'ELECTRONIC_GATE']",0
0,2656340155,['55'],2023-09-18T03:33:35.729Z,None,[1],[1],[2],[2],"[{'yearlyIptu': '80', 'price': '487000', 'businessType': 'SALE', 'monthlyCondoFee': '500'}]",[],30
0,2646861856,['70'],2023-07-28T17:49:50.640Z,None,[1],[1],[3],[2],"[{'yearlyIptu': '100', 'price': '598000', 'businessType': 'SALE', 'monthlyCondoFee': '1298'}]","['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'BALCONY', 'GYM', 'GARDEN', 'SERVICE_AREA', 'PLAYGROUND', 'HEATED_POOL', 'PARTY_HALL', 'NEAR_ACCESS_ROADS', 'NEAR_SCHOOL', 'NEAR_HOSPITAL', 'NEAR_SHOPPING_CENTER', 'SPORTS_COURT', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'RECREATION_AREA', 'BEDROOM_WARDROBE', 'KITCHEN_CABINETS', 'BATHROOM_CABINETS', 'SERVICE_BATHROOM', 'DINNER_ROOM', 'SECURITY_CAMERA', 'GAMES_ROOM', 'DISABLED_ACCESS', 'BLINDEX_BOX', 'PORCELAIN', 'LUNCH_ROOM', 'NEAR_PUBLIC_TRANSPORT']",0
0,2648639024,['81'],2023-08-08T18:47:34.923Z,"{'lon': -46.641751, 'lat': -23.631941}",[2],[2],[3],[2],"[{'yearlyIptu': '500', 'price': '770000', 'businessType': 'SALE', 'monthlyCondoFee': '950'}]","['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'BALCONY', 'GYM', 'PETS_ALLOWED', 'GOURMET_SPACE', 'AIR_CONDITIONING', 'GARDEN', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'NEAR_ACCESS_ROADS', 'NEAR_SCHOOL', 'NEAR_HOSPITAL', 'NEAR_SHOPPING_CENTER', 'HOME_OFFICE', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'RECREATION_AREA', 'GAS_SHOWER', 'CLOSET', 'AMERICAN_KITCHEN', 'ELECTRIC_GENERATOR', 'TOYS_PLACE', 'SECURITY_CAMERA', 'GRASS', 'SOLARIUM', 'GAMES_ROOM', 'DISABLED_ACCESS', 'NEAR_PUBLIC_TRANSPORT', 'LAVABO', 'NATURAL_VENTILATION']",16
0,2674047574,['123'],2023-12-06T02:31:48.730Z,"{'lon': -46.668819, 'lat': -23.629116}",[2],[1],[4],[3],"[{'yearlyIptu': '6500', 'price': '1390000', 'businessType': 'SALE', 'monthlyCondoFee': '1200'}]","['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'BALCONY', 'GYM', 'PETS_ALLOWED', 'GOURMET_SPACE', 'AIR_CONDITIONING', 'SERVICE_AREA', 'PLAYGROUND', 'GOURMET_BALCONY', 'PARTY_HALL', 'CONCIERGE_24H', 'RECREATION_AREA', 'INTERNET_ACCESS', 'AMERICAN_KITCHEN', 'INTERCOM', 'TOYS_PLACE', 'SECURITY_CAMERA', 'ADULT_POOL', 'DISABLED_ACCESS', 'ELECTRONIC_GATE', 'GAMES_ROOM', 'INTEGRATED_ENVIRONMENTS', 'LAVABO']",0
0,2676399926,['58'],2023-12-14T22:50:19.143Z,"{'lon': -46.743561, 'lat': -23.627424}",[1],[],[1],[2],"[{'yearlyIptu': '0', 'price': '530000', 'businessType': 'SALE', 'monthlyCondoFee': '650'}]","['POOL', 'FURNISHED', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'BALCONY', 'GYM', 'PETS_ALLOWED', 'GOURMET_SPACE', 'GARDEN', 'SERVICE_AREA', 'PLAYGROUND', 'CHILDRENS_POOL', 'PARTY_HALL', 'SPORTS_COURT', 'CONCIERGE_24H', 'RECREATION_AREA', 'BUILTIN_WARDROBE', 'BEDROOM_WARDROBE', 'KITCHEN_CABINETS', 'GAS_SHOWER', 'AMERICAN_KITCHEN', 'INTERCOM', 'SECURITY_CAMERA', 'SOLARIUM', 'ADULT_POOL', 'POOL_BAR', 'DISABLED_ACCESS', 'GAMES_ROOM', 'ELECTRONIC_GATE']",4
0,2668290343,['160'],2023-11-09T20:54:24.335Z,"{'lon': -46.680577, 'lat': -23.611382}",[3],[3],[4],[4],"[{'yearlyIptu': '0', 'price': '2160000', 'businessType': 'SALE', 'monthlyCondoFee': '2000'}]","['KITCHEN', 'GYM', 'POOL', 'PARTY_HALL']",0
0,2668009710,['104'],2023-11-08T20:57:30.841Z,"{'lon': -46.568976, 'lat': -23.555242}",[2],[1],[2],[3],"[{'yearlyIptu': '600', 'price': '1675000', 'businessType': 'SALE', 'monthlyCondoFee': '950'}]","['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'GOURMET_SPACE', 'GARDEN', 'SERVICE_AREA', 'PLAYGROUND', 'GOURMET_BALCONY', 'PARTY_HALL', 'SPORTS_COURT', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'RECREATION_AREA', 'BEDROOM_WARDROBE', 'KITCHEN_CABINETS', 'INTERNET_ACCESS', 'AMERICAN_KITCHEN', 'TOYS_PLACE', 'SECURITY_CAMERA', 'PET_SPACE', 'GAMES_ROOM', 'SAUNA', 'SPA', 'DISABLED_ACCESS', 'ELECTRONIC_GATE', 'INTEGRATED_ENVIRONMENTS']",16
0,2514596242,['60'],2021-03-23T12:53:19.246Z,None,[1],[],[1],[2],"[{'yearlyIptu': '0', 'price': '350000', 'businessType': 'SALE', 'monthlyCondoFee': '760'}]","['POOL', 'FURNISHED', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'BALCONY', 'GYM', 'GOURMET_SPACE', 'GARDEN', 'SERVICE_AREA', 'PLAYGROUND', 'CHILDRENS_POOL', 'PARTY_HALL', 'SPORTS_COURT', 'INTERCOM', 'ADULT_POOL']",0
0,2656848096,['60'],2023-09-20T17:00:29.390Z,"{'lon': -46.605883, 'lat': -23.513179}",[1],[1],[2],[3],"[{'yearlyIptu': '1400', 'price': '458000', 'businessType': 'SALE', 'monthlyCondoFee': '380'}]","['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'GOURMET_SPACE', 'GARDEN', 'PLAYGROUND', 'GOURMET_BALCONY', 'PARTY_HALL', 'NEAR_ACCESS_ROADS', 'NEAR_SCHOOL', 'NEAR_HOSPITAL', 'NEAR_SHOPPING_CENTER', 'SPORTS_COURT', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'AMERICAN_KITCHEN', 'LAUNDRY', 'TOYS_PLACE', 'SECURITY_CAMERA', 'PET_SPACE', 'GAMES_ROOM', 'DISABLED_ACCESS', 'COWORKING', 'ELECTRONIC_GATE', 'NEAR_PUBLIC_TRANSPORT', 'SECURITY_24_HOURS']",2
0,2656826965,['62'],2023-09-20T15:18:24.721Z,"{'lon': -46.698759, 'lat': -23.510053}",[1],[1],[2],[3],"[{'yearlyIptu': '1400', 'price': '499920', 'businessType': 'SALE', 'monthlyCondoFee': '450'}]","['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'GOURMET_SPACE', 'GARDEN', 'PLAYGROUND', 'GOURMET_BALCONY', 'PARTY_HALL', 'NEAR_ACCESS_ROADS', 'NEAR_SCHOOL', 'NEAR_HOSPITAL', 'NEAR_SHOPPING_CENTER', 'SPORTS_COURT', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'AMERICAN_KITCHEN', 'LAUNDRY', 'TOYS_PLACE', 'SECURITY_CAMERA', 'PET_SPACE', 'GAMES_ROOM', 'COWORKING', 'DISABLED_ACCESS', 'ELECTRONIC_GATE', 'NEAR_PUBLIC_TRANSPORT', 'SECURITY_24_HOURS']",9
0,2676657005,['110'],2023-12-15T16:15:31.169Z,"{'lon': -46.625908, 'lat': -23.50076}",[2],[1],[2],[3],"[{'yearlyIptu': '5000', 'price': '755000', 'businessType': 'SALE', 'monthlyCondoFee': '1100'}]",[],4
0,2557574559,['84'],2022-04-06T17:37:55.951Z,"{'lon': -46.625908, 'lat': -23.50076}",[3],[1],[3],[3],"[{'yearlyIptu': '330', 'price': '700000', 'businessType': 'SALE', 'monthlyCondoFee': '1099'}]","['ELEVATOR', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT', 'RECREATION_AREA', 'KITCHEN', 'ADULT_GAME_ROOM']",11
0,2557567847,['62'],2022-04-06T17:37:15.425Z,"{'lon': -46.636217, 'lat': -23.495516}",[2],[1],[2],[2],"[{'yearlyIptu': '0', 'price': '520000', 'businessType': 'SALE', 'monthlyCondoFee': '824'}]",[],14
0,2643153782,['143'],2023-07-07T21:17:25.388Z,"{'lon': -46.654062, 'lat': -23.569376}",[2],[1],[4],[3],"[{'yearlyIptu': '9000', 'price': '3762000', 'businessType': 'SALE', 'monthlyCondoFee': '2900'}]","['POOL', 'ELEVATOR', 'GATED_COMMUNITY', 'BALCONY', 'GYM', 'PETS_ALLOWED', 'GOURMET_SPACE', 'AIR_CONDITIONING', 'GARDEN', 'SERVICE_AREA', 'PLAYGROUND', 'HEATED_POOL', 'CHILDRENS_POOL', 'PARTY_HALL', 'NEAR_ACCESS_ROADS', 'NEAR_SCHOOL', 'NEAR_HOSPITAL', 'NEAR_SHOPPING_CENTER', 'CONCIERGE_24H', 'SECURITY_CABIN', 'RECREATION_AREA', 'SERVICE_BATHROOM', 'INTERNET_ACCESS', 'GAS_SHOWER', 'CLOSET', 'AMERICAN_KITCHEN', 'LARGE_KITCHEN', 'ELECTRIC_GENERATOR', 'INTERCOM', 'SOUNDPROOFING', 'LARGE_WINDOW', 'HIGH_CEILING_HEIGHT', 'DINNER_ROOM', 'LARGE_ROOM', 'HEATING', 'TOYS_PLACE', 'SECURITY_CAMERA', 'SAFETY_CIRCUIT', 'DECK', 'SERVICE_ENTRANCE', 'SIDE_ENTRANCE', 'ENTRANCE_HALL', 'ZEN_SPACE', 'ADULT_POOL', 'SAUNA', 'SPA', 'DISABLED_ACCESS', 'NEAR_PUBLIC_TRANSPORT', 'SECURITY_24_HOURS', 'INTEGRATED_ENVIRONMENTS', 'LAVABO', 'HALF_FLOOR', 'PORCELAIN', 'NATURAL_VENTILATION']",4
0,2541982115,['69'],2021-11-20T14:08:38.654Z,"{'lon': -46.726097, 'lat': -23.622715}",[2],[1],[2],[3],"[{'yearlyIptu': '140', 'price': '410000', 'businessType': 'SALE', 'monthlyCondoFee': '810'}]","['BARBECUE_GRILL', 'GATED_COMMUNITY', 'BALCONY', 'GYM', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT', 'KITCHEN_CABINETS', 'INDOOR_SOCCER', 'SECURITY_24_HOURS']",0
0,2669418308,['141'],2023-11-15T00:29:13.211Z,"{'lon': -46.647868, 'lat': -23.590396}",[3],[3],[5],[3],"[{'yearlyIptu': '990', 'price': '2200000', 'businessType': 'SALE', 'monthlyCondoFee': '2230'}]","['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'GOURMET_SPACE', 'AIR_CONDITIONING', 'GARDEN', 'PLAYGROUND', 'GOURMET_BALCONY', 'PARTY_HALL', 'SPORTS_COURT', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'CLOSET', 'AMERICAN_KITCHEN', 'DISABLED_ACCESS', 'SPA', 'GAMES_ROOM', 'ELECTRONIC_GATE']",6
0,2600909701,['104'],2022-12-21T19:20:51.452Z,"{'lon': -46.69055, 'lat': -23.526245}",[2],[3],[5],[3],"[{'yearlyIptu': '0', 'price': '1680000', 'businessType': 'SALE', 'monthlyCondoFee': '800'}]","['POOL', 'BARBECUE_GRILL', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'GOURMET_SPACE', 'AIR_CONDITIONING', 'PLAYGROUND', 'GOURMET_BALCONY', 'PARTY_HALL', 'SPORTS_COURT', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'ELECTRONIC_GATE', 'GAMES_ROOM', 'DISABLED_ACCESS']",0
0,2500750896,['50'],2020-10-28T19:39:44.103Z,"{'lon': -46.74263, 'lat': -23.493491}",[1],[],[1],[2],"[{'yearlyIptu': '150', 'price': '350000', 'businessType': 'SALE', 'monthlyCondoFee': '500'}]","['BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'GOURMET_SPACE', 'GARDEN', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT', 'CONCIERGE_24H', 'ELECTRONIC_GATE']",0
0,2662166255,['55'],2023-10-14T14:05:09.991Z,None,[1],[],[1],[2],"[{'yearlyIptu': '100', 'price': '380000', 'businessType': 'SALE', 'monthlyCondoFee': '787'}]","['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'GYM', 'GARDEN', 'SERVICE_AREA', 'PLAYGROUND', 'HEATED_POOL', 'PARTY_HALL', 'SPORTS_COURT', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'RECREATION_AREA', 'BEDROOM_WARDROBE', 'KITCHEN_CABINETS', 'BATHROOM_CABINETS', 'INTERCOM', 'DINNER_ROOM', 'LIBRARY', 'SECURITY_CAMERA', 'GAMES_ROOM', 'DISABLED_ACCESS', 'BLINDEX_BOX', 'PORCELAIN', 'LUNCH_ROOM']",0
0,2634057547,['105'],2023-05-23T00:58:26.193Z,"{'lon': -46.718608, 'lat': -23.640016}",[2],[1],[3],[3],"[{'yearlyIptu': '348', 'price': '1367000', 'businessType': 'SALE', 'monthlyCondoFee': '1000'}]","['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'BALCONY', 'GYM', 'GOURMET_SPACE', 'AIR_CONDITIONING', 'GARDEN', 'PLAYGROUND', 'GOURMET_BALCONY', 'PARTY_HALL', 'SPORTS_COURT', 'HOME_OFFICE', 'KITCHEN', 'ELECTRIC_GENERATOR', 'INTERCOM', 'LAUNDRY', 'ALARM_SYSTEM', 'CABLE_TV', 'SECURITY_24_HOURS', 'ADULT_GAME_ROOM']",50
0,2648016871,['64'],2023-08-04T14:24:47.377Z,"{'lon': -46.744413, 'lat': -23.542732}",[1],[],[1],[2],"[{'yearlyIptu': '0', 'price': '340000', 'businessType': 'SALE', 'monthlyCondoFee': '700'}]","['POOL', 'BARBECUE_GRILL', 'GARDEN', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT']",0
