,id,usableAreas,createdAt,displayAddressGeolocation,parkingSpaces,suites,bathrooms,bedrooms,pricingInfos,amenities,unitFloor
0,2646700405,['65'],2023-07-27T19:53:12.790Z,"{'lon': -46.562891, 'lat': -23.534985}",[1],[1],[2],[2],"[{'yearlyIptu': '0', 'price': '599099', 'businessType': 'SALE', 'monthlyCondoFee': '560'}]","['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'GOURMET_SPACE', 'GARDEN', 'PLAYGROUND', 'GOURMET_BALCONY', 'PARTY_HALL', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'GAMES_ROOM', 'DISABLED_ACCESS']",1
0,2666513513,['98'],2023-11-02T03:38:41.438Z,"{'lon': -46.70287, 'lat': -23.646758}",[2],[1],[3],[3],"[{'yearlyIptu': '342', 'price': '1100000', 'businessType': 'SALE', 'monthlyCondoFee': '759'}]","['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'GYM', 'PETS_ALLOWED', 'GOURMET_SPACE', 'GARDEN', 'PLAYGROUND', 'GOURMET_BALCONY', 'PARTY_HALL', 'SPORTS_COURT', 'KITCHEN', 'DEPOSIT', 'INTERCOM', 'SECURITY_24_HOURS', 'ADULT_GAME_ROOM', 'SAUNA']",18
0,2556894662,['77'],2022-04-01T16:02:39.967Z,"{'lon': -46.805753, 'lat': -23.591714}",[1],[1],[2],[3],"[{'yearlyIptu': '1500', 'price': '599900', 'businessType': 'SALE', 'monthlyCondoFee': '600'}]","['POOL', 'FURNISHED', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'GOURMET_SPACE', 'GARDEN', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT', 'CONCIERGE_24H', 'AMERICAN_KITCHEN', 'CINEMA', 'GAMES_ROOM', 'SAUNA', 'SPA', 'DISABLED_ACCESS']",1
0,2648101474,['52'],2023-08-05T00:20:21.884Z,"{'lon': -46.75667, 'lat': -23.464059}",[1],[0],[1],[2],"[{'yearlyIptu': '0', 'price': '336000', 'businessType': 'SALE', 'monthlyCondoFee': '450'}]",[],8
0,2656340161,['74'],2023-09-18T03:38:42.916Z,"{'lon': -46.690476, 'lat': -23.626618}",[1],[2],[3],[2],"[{'yearlyIptu': '150', 'price': '790000', 'businessType': 'SALE', 'monthlyCondoFee': '700'}]",[],27
0,2657050159,['47'],2023-09-21T14:07:18.919Z,"{'lon': -46.562258, 'lat': -23.525512}",[1],[],[1],[2],"[{'yearlyIptu': '100', 'price': '430000', 'businessType': 'SALE', 'monthlyCondoFee': '500'}]","['POOL', 'BARBECUE_GRILL', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'GARDEN', 'PLAYGROUND', 'PARTY_HALL', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'DISABLED_ACCESS', 'GAMES_ROOM', 'SAUNA', 'ELECTRONIC_GATE']",14
0,2657176970,['96'],2023-09-22T03:00:17.150Z,"{'lon': -46.665947, 'lat': -23.52008}",[2],[2],[3],[3],"[{'yearlyIptu': '352', 'price': '990000', 'businessType': 'SALE', 'monthlyCondoFee': '688'}]","['BARBECUE_GRILL', 'ELEVATOR', 'GYM', 'GOURMET_SPACE', 'GARAGE', 'GARDEN', 'PLAYGROUND', 'GOURMET_BALCONY', 'PARTY_HALL', 'SPORTS_COURT', 'ELECTRIC_GENERATOR', 'INTERCOM', 'HEATING', 'WATCHMAN', 'EXTERIOR_VIEW', 'ADULT_GAME_ROOM', 'SECURITY_24_HOURS', 'SPA']",0
0,2567678262,['63'],2022-06-21T06:02:50.113Z,"{'lon': -46.543264, 'lat': -23.579382}",[1],[1],[2],[2],"[{'yearlyIptu': '0', 'price': '360000', 'businessType': 'SALE', 'monthlyCondoFee': '628'}]","['BARBECUE_GRILL', 'KITCHEN', 'POOL', 'SERVICE_AREA']",0
0,2644306992,['67'],2023-07-14T17:23:59.920Z,"{'lon': -46.67129, 'lat': -23.647796}",[2],[1],[2],[2],"[{'rentalInfo': {'period': 'MONTHLY', 'warranties': []}, 'yearlyIptu': '297', 'price': '740000', 'businessType': 'SALE', 'monthlyCondoFee': '643'}]","['POOL', 'FURNISHED', 'BARBECUE_GRILL', 'ELEVATOR', 'BALCONY', 'GYM', 'GOURMET_SPACE', 'GARDEN', 'SERVICE_AREA', 'PLAYGROUND', 'GOURMET_BALCONY', 'PLANNED_FURNITURE', 'HEATED_POOL', 'WALL_BALCONY', 'PARTY_HALL', 'NEAR_ACCESS_ROADS', 'NEAR_SCHOOL', 'NEAR_HOSPITAL', 'NEAR_SHOPPING_CENTER', 'SPORTS_COURT', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'RECREATION_AREA', 'BEDROOM_WARDROBE', 'KITCHEN_CABINETS', 'BATHROOM_CABINETS', 'GAS_SHOWER', 'ELECTRIC_GENERATOR', 'INTERCOM', 'DINNER_ROOM', 'SECURITY_CAMERA', 'TOYS_PLACE', 'PIZZA_OVEN', 'GAMES_ROOM', 'SAUNA', 'DISABLED_ACCESS', 'BLINDEX_BOX', 'VINYL_FLOOR', 'COOKER', 'LUNCH_ROOM', 'NEAR_PUBLIC_TRANSPORT']",0
0,2670634597,['73'],2023-11-21T15:14:39.444Z,"{'lon': -46.69519, 'lat': -23.569685}",[2],[1],[2],[2],"[{'yearlyIptu': '1', 'price': '1365000', 'businessType': 'SALE', 'monthlyCondoFee': '1'}]","['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'GOURMET_SPACE', 'AIR_CONDITIONING', 'GARDEN', 'PARTY_HALL', 'SPORTS_COURT', 'TENNIS_COURT', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'AMERICAN_KITCHEN', 'LAUNDRY', 'GAMES_ROOM', 'DISABLED_ACCESS', 'COWORKING', 'SAUNA', 'SPA', 'ELECTRONIC_GATE']",3
0,2662425070,['64'],2023-10-15T23:41:33.290Z,"{'lon': -46.634959, 'lat': -23.625513}",[1],[1],[2],[2],"[{'yearlyIptu': '1325', 'price': '545900', 'businessType': 'SALE', 'monthlyCondoFee': '647'}]","['ELEVATOR', 'GATED_COMMUNITY', 'PETS_ALLOWED', 'AIR_CONDITIONING', 'GARDEN', 'PARTY_HALL', 'CONCIERGE_24H', 'CLOSET', 'AMERICAN_KITCHEN', 'DISABLED_ACCESS', 'ELECTRONIC_GATE']",7
0,2642470682,['50'],2023-07-04T12:54:29.757Z,"{'lon': -46.652619, 'lat': -23.640301}",[1],[0],[1],[2],"[{'yearlyIptu': '0', 'price': '338000', 'businessType': 'SALE', 'monthlyCondoFee': '523'}]","['BALCONY', 'BARBECUE_GRILL', 'ELEVATOR', 'SPORTS_COURT', 'PARTY_HALL']",0
